,age,workclass,education,gender
8979,34, Self-emp-not-inc, Prof-school, Female
8980,49, Self-emp-not-inc, 11th, Male
8981,47, Private, Masters, Male
8982,42, Self-emp-inc, HS-grad, Male
8983,53, Private, 5th-6th, Male
8984,23, Private, Some-college, Female
8985,28, ?, Assoc-voc, Female
8986,20, Private, Some-college, Male
8987,43, Private, HS-grad, Male
8988,32, Private, Prof-school, Male
8989,43, Private, Bachelors, Male
8990,31, Private, HS-grad, Male
8991,29, ?, HS-grad, Female
8992,24, Private, Some-college, Male
8993,39, Private, Assoc-voc, Male
8994,29, Private, Some-college, Male
8995,20, Private, 5th-6th, Male
8996,23, ?, Some-college, Male
8997,42, Private, 11th, Female
8998,53, Private, HS-grad, Male
8999,20, Private, HS-grad, Male
9000,58, Self-emp-not-inc, 1st-4th, Male
9001,51, Self-emp-not-inc, HS-grad, Male
9002,25, Private, HS-grad, Male
9003,38, Private, Assoc-acdm, Female
9004,41, Private, Some-college, Male
9005,58, Private, Bachelors, Male
9006,25, Private, 10th, Male
9007,50, Private, HS-grad, Male
9008,32, Private, Bachelors, Male
9009,31, Self-emp-inc, Doctorate, Male
9010,22, Private, Some-college, Female
9011,37, Private, HS-grad, Male
9012,32, Private, Some-college, Female
9013,46, State-gov, Prof-school, Female
9014,62, Private, HS-grad, Male
9015,40, Local-gov, HS-grad, Male
9016,56, Private, Bachelors, Male
9017,37, Private, Some-college, Female
9018,41, Private, 1st-4th, Male
9019,56, Private, 7th-8th, Male
9020,20, Private, Some-college, Male
9021,34, Self-emp-not-inc, Bachelors, Male
9022,45, Private, HS-grad, Male
9023,30, Private, Some-college, Male
9024,51, Self-emp-not-inc, HS-grad, Male
9025,27, Private, 11th, Male
9026,38, Private, Assoc-voc, Male
9027,39, Private, Some-college, Male
9028,57, ?, Bachelors, Male
9029,47, Private, Some-college, Male
9030,77, ?, HS-grad, Male
9031,43, Private, HS-grad, Male
9032,46, Local-gov, HS-grad, Male
9033,41, Private, Some-college, Male
9034,20, Private, HS-grad, Female
9035,30, State-gov, 10th, Male
9036,30, Private, HS-grad, Male
9037,22, Private, Some-college, Male
9038,25, Private, HS-grad, Male
9039,18, Private, HS-grad, Female
9040,28, Private, Bachelors, Female
9041,50, Private, Bachelors, Male
9042,28, Private, HS-grad, Female
9043,21, Private, Some-college, Female
9044,37, Private, Assoc-voc, Male
9045,28, Federal-gov, Bachelors, Female
9046,23, Private, 5th-6th, Male
9047,32, Private, Assoc-voc, Female
9048,27, Private, 12th, Male
9049,55, Private, HS-grad, Female
9050,44, Private, HS-grad, Male
9051,25, Private, Bachelors, Male
9052,29, Private, HS-grad, Female
9053,50, Private, HS-grad, Female
9054,18, Private, HS-grad, Male
9055,74, Private, Bachelors, Female
9056,22, Private, 9th, Male
9057,27, Private, Bachelors, Male
9058,27, State-gov, Some-college, Female
9059,41, Private, Prof-school, Male
9060,24, Private, Some-college, Male
9061,23, Private, HS-grad, Female
9062,34, Self-emp-not-inc, Prof-school, Male
9063,46, State-gov, Bachelors, Male
9064,32, Private, Prof-school, Male
9065,41, Private, HS-grad, Male
9066,29, Private, Assoc-voc, Male
9067,48, Private, 9th, Female
9068,51, Private, HS-grad, Male
9069,34, State-gov, 12th, Female
9070,58, Private, Bachelors, Male
9071,52, Private, HS-grad, Male
9072,37, Self-emp-not-inc, Bachelors, Male
9073,53, Private, Some-college, Female
9074,54, Private, Assoc-voc, Male
9075,36, Private, HS-grad, Male
9076,25, Private, Assoc-voc, Female
9077,20, Private, Some-college, Female
9078,23, Private, Assoc-acdm, Male
9079,39, Self-emp-inc, Bachelors, Male
9080,20, Self-emp-not-inc, 10th, Male
9081,28, Private, Assoc-voc, Male
9082,73, State-gov, HS-grad, Female
9083,67, Private, HS-grad, Male
9084,56, Private, Bachelors, Male
9085,32, Private, Assoc-voc, Male
9086,42, Private, Some-college, Male
9087,33, Private, HS-grad, Male
9088,37, Private, HS-grad, Male
9089,33, Private, Some-college, Male
9090,31, Private, 10th, Female
9091,59, Private, Masters, Male
9092,21, Private, HS-grad, Male
9093,58, Self-emp-inc, Some-college, Male
9094,24, Local-gov, 10th, Male
9095,26, State-gov, Some-college, Male
9096,26, Private, 11th, Male
9097,33, Local-gov, Masters, Female
9098,25, Private, Bachelors, Male
9099,21, Private, 10th, Male
9100,24, Private, HS-grad, Male
9101,39, Self-emp-not-inc, Assoc-acdm, Female
9102,68, Private, Some-college, Female
9103,66, Self-emp-not-inc, Some-college, Female
9104,38, Private, Bachelors, Male
9105,41, Private, Masters, Male
9106,71, ?, 7th-8th, Female
9107,37, Private, HS-grad, Male
9108,54, Self-emp-not-inc, Masters, Male
9109,27, State-gov, Bachelors, Male
9110,49, Private, Bachelors, Female
9111,19, State-gov, Some-college, Male
9112,25, Private, Some-college, Male
9113,47, Federal-gov, Some-college, Male
9114,40, Private, Some-college, Male
9115,38, Private, Bachelors, Male
9116,25, Private, HS-grad, Male
9117,25, Private, Some-college, Female
9118,23, Private, 10th, Male
9119,28, Private, Masters, Female
9120,29, Private, HS-grad, Male
9121,32, Private, 11th, Male
9122,34, Private, HS-grad, Female
9123,52, Private, Bachelors, Male
9124,33, Self-emp-not-inc, HS-grad, Male
9125,19, Private, Some-college, Male
9126,68, Private, Doctorate, Male
9127,41, Private, 10th, Male
9128,18, Self-emp-inc, HS-grad, Female
9129,29, Private, Some-college, Male
9130,40, Private, Masters, Male
9131,51, Self-emp-not-inc, Masters, Male
9132,49, Private, Some-college, Male
9133,20, State-gov, Some-college, Female
9134,38, Local-gov, HS-grad, Male
9135,57, Private, 5th-6th, Male
9136,35, Private, Some-college, Male
9137,66, Private, 11th, Male
9138,27, ?, Bachelors, Male
9139,25, Private, Assoc-voc, Female
9140,77, ?, Masters, Male
9141,19, ?, 10th, Female
9142,70, Private, HS-grad, Male
9143,59, Self-emp-not-inc, 7th-8th, Male
9144,25, Private, Bachelors, Male
9145,44, Local-gov, Prof-school, Male
9146,37, Private, Masters, Male
9147,75, ?, 10th, Female
9148,21, ?, HS-grad, Female
9149,21, Private, HS-grad, Female
9150,47, Federal-gov, HS-grad, Male
9151,20, Private, HS-grad, Female
9152,32, State-gov, HS-grad, Male
9153,28, Private, HS-grad, Female
9154,53, Private, HS-grad, Male
9155,19, ?, HS-grad, Male
9156,58, Private, Some-college, Female
9157,22, Private, HS-grad, Female
9158,23, Private, 11th, Male
9159,21, Private, HS-grad, Male
9160,36, Private, HS-grad, Male
9161,39, Private, Some-college, Female
9162,34, Local-gov, Bachelors, Female
9163,41, Local-gov, Masters, Female
9164,72, Private, Bachelors, Male
9165,34, Private, HS-grad, Female
9166,51, Local-gov, Bachelors, Male
9167,32, Self-emp-not-inc, Assoc-voc, Male
9168,38, Private, Some-college, Female
9169,37, Private, Some-college, Male
9170,21, ?, Some-college, Male
9171,21, Private, Some-college, Female
9172,26, Private, Some-college, Male
9173,34, Private, Some-college, Male
9174,18, Private, Some-college, Female
9175,27, Private, 11th, Female
9176,20, Private, Some-college, Female
9177,36, Private, Assoc-voc, Male
9178,31, ?, Bachelors, Male
9179,32, Private, Bachelors, Male
9180,54, Private, HS-grad, Male
9181,34, Local-gov, Masters, Female
9182,46, Private, Some-college, Male
9183,33, Private, 11th, Male
9184,32, Private, Bachelors, Male
9185,42, Private, Assoc-voc, Male
9186,30, Private, HS-grad, Male
9187,37, Private, Some-college, Male
9188,28, Private, HS-grad, Male
9189,25, Private, Bachelors, Male
9190,44, Self-emp-not-inc, Some-college, Male
9191,40, Private, HS-grad, Male
9192,36, Private, Some-college, Male
9193,21, Private, Some-college, Male
9194,39, State-gov, Doctorate, Male
9195,24, Private, Bachelors, Male
9196,46, Private, HS-grad, Male
9197,47, ?, Bachelors, Male
9198,47, Private, Bachelors, Male
9199,35, Private, Prof-school, Male
9200,60, Self-emp-not-inc, 7th-8th, Male
9201,35, Private, Bachelors, Female
9202,33, Private, HS-grad, Female
9203,21, Private, Assoc-acdm, Female
9204,37, Private, Bachelors, Male
9205,48, Federal-gov, HS-grad, Male
9206,58, Private, 7th-8th, Female
9207,21, Private, HS-grad, Female
9208,22, Private, HS-grad, Male
9209,22, Private, HS-grad, Female
9210,28, Self-emp-not-inc, Masters, Female
9211,33, ?, Assoc-voc, Female
9212,23, Federal-gov, HS-grad, Male
9213,58, State-gov, HS-grad, Male
9214,24, ?, Bachelors, Male
9215,38, Local-gov, Bachelors, Male
9216,49, Private, HS-grad, Male
9217,47, Private, Bachelors, Male
9218,50, Private, Bachelors, Male
9219,21, Private, HS-grad, Female
9220,55, Private, HS-grad, Female
9221,47, Private, 11th, Male
9222,19, Private, HS-grad, Female
9223,47, Private, HS-grad, Male
9224,36, Private, 11th, Male
9225,28, Local-gov, Assoc-acdm, Male
9226,42, Private, HS-grad, Female
9227,41, Private, Masters, Female
9228,46, Private, Bachelors, Male
9229,32, Private, HS-grad, Male
9230,34, Private, 10th, Female
9231,33, Private, 7th-8th, Male
9232,60, State-gov, Bachelors, Male
9233,53, Private, HS-grad, Male
9234,24, Private, Bachelors, Female
9235,39, Federal-gov, Some-college, Male
9236,23, Private, Some-college, Male
9237,50, Private, Bachelors, Male
9238,36, Local-gov, HS-grad, Female
9239,19, Private, 12th, Female
9240,26, Private, HS-grad, Female
9241,38, Private, HS-grad, Male
9242,41, Private, Bachelors, Male
9243,22, Private, Some-college, Female
9244,38, Private, Assoc-acdm, Female
9245,72, ?, Some-college, Male
9246,39, Private, HS-grad, Male
9247,35, State-gov, HS-grad, Male
9248,38, Local-gov, Some-college, Female
9249,19, Private, HS-grad, Female
9250,26, Private, HS-grad, Male
9251,52, Private, Bachelors, Male
9252,41, Private, 5th-6th, Male
9253,45, Private, HS-grad, Female
9254,58, Federal-gov, Some-college, Male
9255,34, Private, Bachelors, Male
9256,36, Private, HS-grad, Male
9257,19, Without-pay, HS-grad, Male
9258,26, State-gov, 11th, Female
9259,60, Private, 10th, Male
9260,35, Self-emp-not-inc, HS-grad, Male
9261,39, Private, 10th, Female
9262,27, Private, HS-grad, Female
9263,26, Federal-gov, Masters, Male
9264,17, Private, 12th, Male
9265,59, Self-emp-not-inc, HS-grad, Male
9266,53, Local-gov, HS-grad, Male
9267,35, Private, 11th, Male
9268,34, Local-gov, Some-college, Male
9269,36, Private, HS-grad, Male
9270,36, Private, HS-grad, Male
9271,21, Private, HS-grad, Male
9272,29, Private, Some-college, Female
9273,35, Private, Bachelors, Male
9274,59, Self-emp-not-inc, Bachelors, Male
9275,22, Private, Some-college, Male
9276,50, Local-gov, Masters, Male
9277,24, Federal-gov, Bachelors, Female
9278,36, Private, Bachelors, Female
9279,31, Private, HS-grad, Female
9280,42, Self-emp-not-inc, Some-college, Male
9281,38, Private, 7th-8th, Female
9282,52, Private, HS-grad, Male
9283,46, Private, 10th, Male
9284,23, Private, Some-college, Male
9285,54, Private, 5th-6th, Male
9286,27, Private, HS-grad, Female
9287,42, Private, Bachelors, Female
9288,33, State-gov, HS-grad, Male
9289,19, Private, Assoc-acdm, Female
9290,59, Private, 11th, Female
9291,54, Private, HS-grad, Female
9292,48, Private, 7th-8th, Male
9293,19, ?, Some-college, Male
9294,45, Private, HS-grad, Female
9295,36, Private, Bachelors, Male
9296,35, Self-emp-not-inc, Assoc-acdm, Male
9297,47, Private, Some-college, Female
9298,33, Private, Bachelors, Male
9299,48, Self-emp-not-inc, Bachelors, Male
9300,42, Private, HS-grad, Female
9301,19, Private, Some-college, Male
9302,64, Self-emp-inc, Bachelors, Male
9303,51, Self-emp-not-inc, Bachelors, Male
9304,20, Federal-gov, HS-grad, Male
9305,28, Private, HS-grad, Male
9306,52, Private, Masters, Male
9307,29, Self-emp-not-inc, Some-college, Male
9308,51, Private, Bachelors, Male
9309,36, Private, HS-grad, Male
9310,43, Private, Bachelors, Male
9311,52, Private, Some-college, Male
9312,50, Private, HS-grad, Male
9313,25, Private, Some-college, Male
9314,36, Private, Assoc-acdm, Female
9315,44, Private, Some-college, Female
9316,47, Private, 10th, Male
9317,32, Private, HS-grad, Male
9318,37, Private, Masters, Male
9319,40, Private, HS-grad, Male
9320,34, Self-emp-not-inc, HS-grad, Male
9321,35, Self-emp-inc, Some-college, Male
9322,26, Private, Some-college, Male
9323,49, Self-emp-not-inc, Bachelors, Male
9324,63, ?, Bachelors, Male
9325,46, Self-emp-not-inc, Bachelors, Male
9326,31, Local-gov, Some-college, Male
9327,22, Private, Assoc-voc, Male
9328,20, Private, Some-college, Female
9329,52, Private, Doctorate, Male
9330,26, Private, Some-college, Female
9331,34, Private, Bachelors, Male
9332,31, Private, 9th, Male
9333,46, Private, HS-grad, Female
9334,22, Private, 7th-8th, Male
9335,38, Private, Assoc-voc, Male
9336,35, Private, HS-grad, Male
9337,27, State-gov, Some-college, Male
9338,27, Private, Assoc-acdm, Male
9339,46, Private, Some-college, Female
9340,40, ?, HS-grad, Female
9341,19, Private, Some-college, Male
9342,69, ?, HS-grad, Male
9343,20, Private, Some-college, Male
9344,34, Federal-gov, Bachelors, Male
9345,49, Private, Masters, Male
9346,27, Private, Some-college, Male
9347,59, Private, Some-college, Female
9348,45, Private, Bachelors, Male
9349,21, Private, Some-college, Female
9350,51, State-gov, Assoc-voc, Female
9351,64, ?, 11th, Male
9352,41, State-gov, Doctorate, Male
9353,18, ?, 12th, Female
9354,49, Private, Masters, Male
9355,51, Private, HS-grad, Male
9356,20, Private, Some-college, Female
9357,69, Self-emp-not-inc, HS-grad, Male
9358,18, ?, HS-grad, Female
9359,43, Private, HS-grad, Male
9360,50, Private, HS-grad, Female
9361,32, Private, HS-grad, Male
9362,27, Local-gov, HS-grad, Male
9363,38, Private, HS-grad, Male
9364,62, Private, HS-grad, Male
9365,46, Private, HS-grad, Male
9366,19, Private, Some-college, Female
9367,17, ?, 10th, Male
9368,21, Private, HS-grad, Female
9369,36, Private, Bachelors, Female
9370,36, Private, 12th, Male
9371,23, Private, HS-grad, Male
9372,58, Private, Bachelors, Male
9373,40, Private, Bachelors, Male
9374,64, Private, Some-college, Female
9375,66, Private, 11th, Male
9376,42, Private, HS-grad, Male
9377,55, Private, Some-college, Female
9378,53, Private, Some-college, Male
9379,25, Private, HS-grad, Male
9380,39, Private, Some-college, Female
9381,20, Private, HS-grad, Male
9382,32, Private, HS-grad, Male
9383,28, Private, Bachelors, Male
9384,23, Federal-gov, Assoc-acdm, Female
9385,18, Private, HS-grad, Male
9386,43, Self-emp-not-inc, HS-grad, Male
9387,29, Private, HS-grad, Male
9388,32, Private, Some-college, Male
9389,31, Local-gov, HS-grad, Male
9390,60, Private, 5th-6th, Male
9391,42, Private, Some-college, Male
9392,46, Private, Masters, Male
9393,38, Private, HS-grad, Male
9394,18, Private, 11th, Female
9395,31, Private, HS-grad, Female
9396,54, Private, HS-grad, Male
9397,46, Private, Some-college, Male
9398,27, Self-emp-not-inc, HS-grad, Male
9399,50, Local-gov, Bachelors, Male
9400,38, Self-emp-not-inc, 7th-8th, Male
9401,36, State-gov, Masters, Female
9402,25, Private, HS-grad, Male
9403,19, Private, HS-grad, Male
9404,60, Local-gov, Some-college, Male
9405,45, Local-gov, 9th, Male
9406,21, Private, Some-college, Male
9407,42, Private, HS-grad, Male
9408,38, Private, HS-grad, Male
9409,22, ?, Some-college, Male
9410,19, Private, HS-grad, Male
9411,23, Private, Some-college, Male
9412,24, Private, Some-college, Female
9413,30, Private, Assoc-acdm, Male
9414,62, Private, Some-college, Male
9415,26, Self-emp-not-inc, Prof-school, Male
9416,42, Federal-gov, Bachelors, Male
9417,33, Private, HS-grad, Male
9418,54, Self-emp-inc, Doctorate, Male
9419,35, Private, Bachelors, Female
9420,33, Private, HS-grad, Male
9421,45, Private, HS-grad, Female
9422,62, Private, Bachelors, Female
9423,24, Private, HS-grad, Male
9424,50, Local-gov, Some-college, Female
9425,54, Private, Bachelors, Male
9426,58, Private, 7th-8th, Male
9427,39, Self-emp-inc, HS-grad, Male
9428,32, Private, HS-grad, Male
9429,27, Private, Bachelors, Male
9430,27, Private, HS-grad, Male
9431,20, Private, Some-college, Male
9432,64, Private, 7th-8th, Male
9433,55, Self-emp-inc, Masters, Female
9434,46, Private, HS-grad, Female
9435,45, Private, Some-college, Male
9436,26, Private, HS-grad, Male
9437,36, Private, HS-grad, Male
9438,25, Private, Bachelors, Female
9439,58, Private, 10th, Male
9440,39, Self-emp-inc, Bachelors, Male
9441,47, Private, HS-grad, Female
9442,35, Private, Masters, Male
9443,38, Private, HS-grad, Male
9444,50, Private, 11th, Male
9445,36, Private, HS-grad, Female
9446,28, Private, 5th-6th, Male
9447,44, Self-emp-not-inc, HS-grad, Female
9448,40, Private, HS-grad, Female
9449,55, Private, Some-college, Male
9450,29, Self-emp-not-inc, HS-grad, Male
9451,33, Private, HS-grad, Male
9452,19, ?, Some-college, Female
9453,32, Private, Bachelors, Male
9454,45, Local-gov, Masters, Male
9455,23, Private, HS-grad, Male
9456,31, Private, Assoc-voc, Male
9457,22, Private, Some-college, Female
9458,59, Private, HS-grad, Male
9459,32, Private, Some-college, Male
9460,49, State-gov, Some-college, Female
9461,22, Private, Some-college, Male
9462,26, Private, Some-college, Male
9463,23, State-gov, Some-college, Male
9464,55, Self-emp-not-inc, Some-college, Female
9465,47, Private, HS-grad, Male
9466,44, Private, HS-grad, Male
9467,27, Private, Some-college, Male
9468,40, State-gov, Masters, Female
9469,32, Self-emp-not-inc, Bachelors, Female
9470,20, Private, Some-college, Male
9471,84, Local-gov, HS-grad, Female
9472,40, Private, Some-college, Male
9473,37, Private, Bachelors, Female
9474,44, Private, Some-college, Male
9475,47, Private, Some-college, Female
9476,62, Self-emp-not-inc, Some-college, Male
9477,19, ?, Some-college, Female
9478,47, Private, HS-grad, Male
9479,44, Local-gov, HS-grad, Male
9480,26, Local-gov, Bachelors, Male
9481,36, Private, Some-college, Male
9482,52, Private, 11th, Male
9483,33, Private, Some-college, Female
9484,48, ?, HS-grad, Male
9485,33, Private, HS-grad, Male
9486,25, Private, Bachelors, Male
